Category,Sub Section,Info,Link
Anuncios en Prime Video,¿Qué contenido incluye anuncios?,"Las películas y series de televisión de Prime Video incluyen anuncios limitados* que se ejecutan antes y durante la reproducción en los siguientes países: Esto nos permite seguir invirtiendo en contenido interesante y seguir aumentando esa inversión durante un largo periodo de tiempo, además de mantener la calidad y la cantidad de contenido en Prime Video. Nuestro objetivo es que haya menos anuncios que en el servicio de televisión lineal y otros proveedores de televisión en streaming. Puedes suscribirte a Prime Video sin anuncios** a través del sitio web de Prime Video. Consulta la sección Actualizar para continuar sin anuncios para obtener más información. * Todos los clientes de Prime disfrutan de una calidad de reproducción mejorada, que incluye UHD, HDR10 y HDR10+, si están disponibles. En los países donde la opción sin anuncios esté disponible, estas funciones de reproducción en streaming y capacidades de visualización en alta definición, así como en Dolby Vision y Dolby Atmos, también están disponibles en determinados títulos para los clientes de Prime Video sin anuncios. ** TV en directo, algunos programas gratuitos con anuncios y suscripciones add-on pueden incluir publicidad. Por el momento, los clientes de Puerto Rico, Islas Vírgenes de Estados Unidos, Guam, las Islas Marianas, Samoa Americana, la República de Irlanda, las Islas del Canal, la Isla de Man, Bélgica, los Países Bajos, Luxemburgo o Portugal no verán anuncios en su experiencia. Si necesitas más ayuda, contáctanos para que te pongamos en contacto con uno de nuestros agentes del servicio de atención al cliente.",https://www.primevideo.com/help?nodeId=TMwh2aig8aCv0WgwDL
Anuncios en Prime Video,Actualizar para continuar sin anuncios,"Puedes actualizar a Prime Video sin anuncios a través del sitio web de Prime Video. Las películas y series de Prime Video incluyen anuncios limitados. Puedes suscribirte a Prime Video sin anuncios a través del sitio web de Prime Video.* La suscripción a Prime incluye títulos Amazon Original exclusivos y miles de películas y series populares. En Estados Unidos, Canadá, Francia, Italia, España, México, Australia, Reino Unido, Alemania y Austria, el contenido ofrecido por Prime incluye anuncios limitados* que se muestran antes y durante la reproducción. Puedes suscribirte a Prime Video sin anuncios* a través del sitio web de Prime Video si ya se ha lanzado la opción sin anuncios en tu país. Puedes suscribirte a Prime Video sin anuncios en la app de Prime Video para Fire TV, Smart TV, consolas de videojuegos y decodificadores. Una vez que tu suscripción haya comenzado, los perfiles de tu cuenta dejarán de ver anuncios* cuando se reproduzcan en streaming películas y series de Prime bajo demanda. Algunos títulos incluyen tráileres promocionales que aparecen antes de una película o serie. Estos tráileres se pueden omitir, pero no se pueden eliminar con Prime Video sin anuncios. * TV en directo, algunos programas gratuitos con anuncios y suscripciones add-on pueden incluir publicidad. ** Por el momento, los clientes de Puerto Rico, Islas Vírgenes de Estados Unidos, Guam, las Islas Marianas, Samoa Americana, la República de Irlanda, las Islas del Canal, la Isla de Man, Bélgica, los Países Bajos, Luxemburgo o Portugal no verán anuncios en su experiencia. Si necesitas más ayuda, contáctanos para que te pongamos en contacto con uno de nuestros agentes del servicio de atención al cliente.",https://www.primevideo.com/help?nodeId=TD5EYJIUGQMY13QQdi
Anuncios en Prime Video,Cancelar la suscripción sin anuncios a Prime Video,"Puedes cancelar una suscripción sin anuncios a Prime Video a través del sitio web o de la app de Prime Video. Cancela tu suscripción sin anuncios a través del sitio web de Prime Video. Cancela la suscripción sin anuncios en la app de Prime Video para Fire TV, Smart TV, consolas de juego y decodificadores. Cancela la suscripción sin anuncios en la app de Prime Video para Android, iOS y tablets Fire Una vez que finalice el ciclo de facturación, empezarás a ver anuncios limitados al ver películas y series Prime. Si pagas la suscripción sin anuncios a través de Apple, cualquier cancelación de la suscripción debe realizarse al menos 24 horas antes de que se renueve la suscripción; de lo contrario, es posible que se te cobre. Si necesitas más ayuda, contáctanos para que te pongamos en contacto con uno de nuestros agentes del servicio de atención al cliente.",https://www.primevideo.com/help?nodeId=TgwZKZVnkveKeQdL0y
Anuncios en Prime Video,¿Por qué no puedo saltar los anuncios?,"La suscripción a Prime incluye títulos Amazon Original exclusivos y miles de películas y series populares. En Estados Unidos, Canadá, Francia, Italia, España, México, Australia, Reino Unido, Alemania y Austria, el contenido ofrecido por Prime incluye anuncios limitados que se muestran antes y durante la reproducción*. Puedes suscribirte a Prime Video sin anuncios para no ver anuncios. Consulta la sección Actualizar para continuar sin anuncios para obtener más información. * TV en directo, algunos programas gratuitos con anuncios y suscripciones add-on pueden incluir publicidad. Si necesitas más ayuda, contáctanos para que te pongamos en contacto con uno de nuestros agentes del servicio de atención al cliente.",https://www.primevideo.com/help?nodeId=TXtSPi1i6uXutSdyGr
Anuncios en Prime Video,¿Cómo puedo dar mi opinión sobre los anuncios?,"Si tienes comentarios acerca de los anuncios en Prime Video, puedes compartirlos con nosotros a través de nuestro formulario de comentarios. Para enviar comentarios relacionados con un anuncio, utiliza nuestro feedback form. Tus comentarios son importantes y nos ayudarán a mejorar Prime Video. Si tienes alguna pregunta, contáctanos para comunicarte con uno de nuestros agentes del Servicio de atención al cliente.",https://www.primevideo.com/help?nodeId=TkYaUyuhlvKhqA4caM
Cancelar,Cancelar mi suscripción a Prime Video,"Cancela tu suscripción en línea. Si tu suscripción se creó a través de un tercero, como un proveedor de servicios móviles, ponte en contacto con él para obtener más ayuda. Todas las suscripciones adicionales vinculadas a tu suscripción a Amazon Prime o Prime Video no se renovarán una vez que finalice tu suscripción a Amazon Prime.",https://www.primevideo.com/help?nodeId=GWGDSNXVPJ93UW5V
Cancelar,Cancelar la suscripción de Prime Video,"Cancela tu suscripción add-on de Prime Video en línea. La fecha final de la suscripción aparece en la pantalla de confirmación. Puedes revertir la cancelación hasta esa fecha. Después de la fecha de finalización, no se te cobrará ni tendrás acceso a contenido de esa suscripción. La cancelación de una suscripción no generará un reembolso por ningún cargo de suscripción anterior. Si pagas la suscripción add-on de Prime Video a través de Apple, cualquier cancelación de la suscripción debe realizarse al menos 24 horas antes de que se renueve la suscripción; de lo contrario, es posible que se te cobre. Necesitas una suscripción a Amazon Prime o Prime Video para acceder a las suscripciones add-on de Prime Video. Si cancelas la suscripción a Amazon Prime o Prime Video, las suscripciones add-on de Prime Video también se cancelarán. Nota: Los clientes de la India pueden seguir accediendo al contenido de sus suscripciones add-on de Prime Video a través de dispositivos elegibles después de la cancelación o el vencimiento de su suscripción a Amazon Prime. Sin embargo, las suscripciones add-on no se renovarán automáticamente y tendrás que comprar la suscripción a Amazon Prime antes de volver a contratar una suscripción add-on nueva.Ve a Cuenta y configuración y selecciona Comienza tus suscripciones en el menú superior. Busca la suscripción add-on de Prime Video que quieras cancelar. Selecciona Darme de baja y confirma la operación.",https://www.primevideo.com/help?nodeId=G3BQ95AL4WZLV9ZG
Cancelar,Cancelar un pedido hecho por error,"Puedes devolver un pedido de Prime Video si no has intentado verlo ni descargarlo. Para devolver un pedido de Prime Video realizado por error o no deseado:En el sitio web PrimeVideo.com, selecciona Mi espacio y, después, Títulos comprados y alquilados. Selecciona el título que has comprado o alquilado por error. A continuación, se cargará la página de detalles del título.
Cuando se cargue la página, no hagas clic en el botón Reproducir. Selecciona Cancelar mi pedido. Elige el motivo de la cancelación en el menú desplegable y, a continuación, haz clic en Cancelar esta compra.
Cuando la cancelación se haya completado, se emitirá un reembolso en el método de pago que utilizaste para hacer el pedido. El vídeo también se elimina de Títulos comprados y alquilados en Mi espacio como parte del proceso de reembolso.
Nota: Si has pagado a través de Apple, debes explorar la página del producto correspondiente en el sitio web o en la aplicación de Prime Video para ver las opciones de cancelación.",https://www.primevideo.com/help?nodeId=GAEJPJ8E5TY8TTNL
Cancelar,Cargos desconocidos en Prime Video,"Existen varios motivos por los que es posible que no reconozcas un cargo. Si no reconoces un cargo, comprueba si: Si ninguna de estas situaciones explica el cargo, ponte en contacto con nosotros y ten a mano la siguiente información:",https://www.primevideo.com/help?nodeId=GENY3HHV8GU34P3K
Restricciones y control parental,Control parental en Prime Video,El control parental de Prime Video te permite definir restricciones sobre el contenido de vídeo que se puede ver o comprar en tu cuenta. El control parental de Prime Video requiere que introduzcas el PIN de tu cuenta para omitir las restricciones de visionado o compra activadas en tu cuenta. Temas de ayuda relacionados,https://www.primevideo.com/help?nodeId=G26NRYUT8ATMMZRB
Restricciones y control parental,Configurar un PIN de Prime Video en Android y Android Automotive,Definir un PIN de cuenta de Prime Video te permite establecer restricciones en tu cuenta. Los siguientes dispositivos tienen su propia configuración de Control parental: Para configurar un PIN de Prime Video: Temas de ayuda relacionados,https://www.primevideo.com/help?nodeId=GLXEVNQYW2WHZ6JP
Restricciones y control parental,Configurar un PIN de Prime Video en iOS,Definir un PIN de cuenta de Prime Video te permite establecer restricciones para los perfiles en tu cuenta. Los siguientes dispositivos tienen su propia configuración de Control parental: Para definir un PIN de perfil / cuenta de Prime Video:,https://www.primevideo.com/help?nodeId=GW6A4BDCD47N99YU
Restricciones y control parental,Definir un PIN de cuenta de Prime Video en la web,"Con un PIN de cuenta de Prime Video se omiten las restricciones de compra y visualización de una cuenta. El titular de la cuenta de Prime Video puede establecer un PIN de cuenta para: Todos los perfiles se pueden bloquear con un PIN. Los PIN de perfil nunca se comparten con el titular de la cuenta, pero el titular de la cuenta puede invalidar todos los PIN de perfil con el PIN de la cuenta. Para definir un PIN de cuenta de Prime Video: Ve a la página Mis perfiles.Haz clic en Editar perfil y después en el perfil del titular de la cuenta. En la página Editar perfil, haz clic en el botón Gestionar situado junto a PIN de la cuenta y bloqueos. Si se te pide, introduce los detalles de tu cuenta de Amazon. En la página PIN de la cuenta y bloqueos, haz clic en el botón Crear situado junto al PIN de la cuenta de Prime Video. En la pantalla Crear PIN de cuenta, introduce un PIN y haz clic en Continuar.",https://www.primevideo.com/help?nodeId=G5VD9FKYCXW8RDK9
Restricciones y control parental,Configurar restricciones en Prime Video en dispositivos Android y Android Automotive,Las restricciones de Prime Video te permiten limitar la reproducción de contenido en dispositivos de Prime Video. Los siguientes dispositivos tienen su propia configuración de Control parental: Para configurar restricciones: Temas de ayuda relacionados,https://www.primevideo.com/help?nodeId=GH6TRJ4X2LYV5G93
Restricciones y control parental,Configurar restricciones en Prime Video en iOS,Las restricciones de Prime Video te permiten limitar la reproducción de contenido en tu cuenta y tus dispositivos de Prime Video. Los siguientes dispositivos tienen su propia configuración de Control parental: Para configurar restricciones: Temas de ayuda relacionados,https://www.primevideo.com/help?nodeId=G4ETTMQCHCGQPSJP
Restricciones y control parental,Configurar restricciones de Prime Video en la web,Las restricciones de Prime Video te permiten limitar la reproducción de contenido en dispositivos de Prime Video. Los siguientes dispositivos tienen su propia configuración de Control parental: Para configurar restricciones:,https://www.primevideo.com/help?nodeId=G7JSLWWBNGD4DSTU
Reclamación de contenido y cumplimiento,Notificar una reclamación de contenido en Australia,"Los clientes de Amazon Prime y de suscripciones add-on de Prime Video en Australia pueden presentar reclamaciones (si las hubiera) en relación con problemas como calificación por edad, descriptores de contenido, sinopsis de títulos o controles de acceso. Los clientes de Amazon Prime y de suscripciones add-on de Prime Video en Australia pueden presentar reclamaciones (si las hubiera) en relación con problemas como calificación por edad, descriptores de contenido, sinopsis de títulos o controles de acceso al contenido actualmente disponible en el servicio. Puedes enviar tu reclamación a la dirección de correo electrónico grievanceau@amazon.com. El servicio de asistencia para reclamaciones de contenido solo está disponible en inglés. La reclamación debe incluir: Aceptaremos la recepción de tu reclamación en un plazo de 24 horas y te proporcionaremos un número de referencia para realizar el seguimiento de la misma. Procesaremos tu reclamación y responderemos en consecuencia en un plazo de 15 días a partir de la fecha de recepción de la misma. Para reclamaciones de Prime Video no relacionadas con el cumplimiento de contenido, como cuentas, suscripciones, facturación, reembolsos, disponibilidad de títulos, solicitudes de funcionalidades, solución de problemas técnicos, incluidos problemas del dispositivo, calidad del vídeo, problemas de reproducción en streaming o de la app, etc., puedes ponerte en contacto con nuestro equipo especializado del Servicio de atención al cliente a través de la sección de la página de ayuda de Prime Video: www.primevideo.com/help. Nuestro equipo del Servicio de atención al cliente estará encantado de ayudarte. Para cualquier otro problema relacionado con Amazon, como pedidos minoristas, pagos, la cuenta, etc., puedes ponerte en contacto con nuestro equipo del Servicio de atención al cliente, que estará encantado de ayudarte: https://www.amazon.com.au/contact-us",https://www.primevideo.com/help?nodeId=GPY5ESA95LRQHNR6
Reclamación de contenido y cumplimiento,Notificar una reclamación de contenido en la India,"Los clientes de Amazon Prime Video, MGM+ y suscripciones add-on de Prime Video pueden presentar una reclamación de contenido en la India. Los clientes de Amazon Prime Video, MGM+ y suscripciones add-on de Prime Video en la India pueden presentar reclamaciones (si las hubiera) en relación con problemas como calificación por edad, descriptores de contenido, sinopsis de títulos o controles de acceso al contenido disponible actualmente en el servicio. El servicio de asistencia para reclamaciones de contenido solo está disponible en inglés. Envía los detalles de la reclamación en inglés. En caso de cualquier otro comentario relacionado con tu experiencia con Prime Video que no sea una reclamación de contenido, como problemas de reproducción en streaming o de la aplicación, solución de problemas técnicos, falta de disponibilidad de títulos, solicitudes de funciones, reembolsos o problemas de facturación o de suscripción, puedes contactar con nosotros a través de la sección de ayuda de Prime Video: www.primevideo.com/help. Detalles del representante de reclamaciones Nombre: Sr. Anshuman Mainkar Correo electrónico (Prime Video, MGM+): grievanceofficer-primevideo@amazon.com Correo electrónico (suscripciones add-on de Prime Video): grievance-primevideoaddonsubscriptions@amazon.com La reclamación debe incluir: Reconocimiento: Aceptaremos la recepción de tu reclamación en un plazo de 24 horas y te proporcionaremos un número de referencia para realizar el seguimiento de la misma. Respuesta: Procesaremos tu reclamación y responderemos adecuadamente en los plazos especificados en la ley aplicable.",https://www.primevideo.com/help?nodeId=GVXTMZP4JLZNRJ4A
Reclamación de contenido y cumplimiento,Calificaciones por edad,"Las calificaciones de edad combinan las calificaciones de películas y series en niveles, con los grupos de edad recomendados. Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (Películas) G PG PG-13 NC-17 NR Sin calificación R (TV) TV-G TV-Y7 TV-14 TV-MA TV-Y7-FV TV-Y TV-PG Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (TV y películas) Universal (U) Parental Guidance (PG) (12) (15) (18) Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (TV y películas) Sin límite de edad (0) Mayores de 6 años (6) Mayores de 12 años (12) Mayores de 16 años (16) Mayores de 18 años (18) Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (Películas) G PG-12 R15+ R18+ Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) U U/A 7+ U/A 13+ U/A 16+ A (Películas) U UA A S Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) G PG M R13 RP13 R15 16 R16 RP16 R R18 RP18 G PG M< 13 16 18 Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (Películas) U 12 16 18 NR Sin calificación (TV) 10 16 18 Sin calificación 12 NR Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (Películas) T VM14 VM18 NR Sin calificación (TV) T VM14 VM18 NR Sin calificación Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (TV y películas) APTA 7 12 16 18 Sin calificación NR Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (Películas) G PG 13+ 14A 18A NR 16+ Sin calificación (Películas) G 13+ 16+ 18+ NR Sin calificación (Películas) C G CB 14+ 18+ NR PG Sin calificación Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (TV y películas) AA A B B-15 C Sin calificación NR Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (21+) (TV y películas) G PG PG-13 NC-16 M18 R21* * - Los clientes deben verificar su edad e introducir el PIN de la cuenta de Prime Video para ver estos títulos. Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (TV y películas) G PG M MA 15+ R 18+ X 18+ Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) (TV y películas) L 10 12 16 18 14 (TV y películas) AL A10 A12 A16 A18 A14 Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) A PG 13 16 18 7-9 PG 10-12 PG X18 XX Valores de calificación locales (todas las edades) (7+) (13+) (16+) (18+) G PG PG-13 15+ 18+ PG-15 21+",https://www.primevideo.com/help?nodeId=GFGQU3WYEG6FSJFJ
"Problemas con alquileres, compras y pagos",Alquilar y comprar títulos de Prime Video,Puedes comprar contenido adicional para verlo en Prime Video. Algunos títulos de Prime Video se pueden alquilar o comprar a través del sitio web de Prime Video y a través de la app de Prime Video en dispositivos compatibles. Temas de ayuda relacionados,https://www.primevideo.com/help?nodeId=G4HUP5EWXFZDHGFC
"Problemas con alquileres, compras y pagos",Pagar alquileres o compras de Prime Video,"El contenido adicional de Prime Video se paga mediante el método de pago 1-Clic. Actualmente, los alquileres y compras de PrimeVideo.com solo están disponibles para clientes residentes en Francia, Italia, España, Suecia, Bélgica, Polonia, Portugal, Finlandia, República de Irlanda, Chile, Colombia, Australia, México, Países Bajos, Nueva Zelanda India (solo alquiler), Brasil y Canadá. Los pagos se realizan con el método de pago que hayas especificado para las compras digitales. Puedes verlo y gestionarlo en Cuenta y configuración.",https://www.primevideo.com/help?nodeId=GC4XWK2TRW9945XP
"Problemas con alquileres, compras y pagos",¿Qué puedo ver en Prime Video?,"Prime Video te ofrece varias formas de ver películas y series. La diferencia principal es que el contenido que se incluye con Prime está cubierto por la suscripción a Prime Video, mientras que las compras, los alquileres, las suscripciones add-on de Prime Video y el pay-per-view (si está disponible) ofrecen contenido ampliado con pagos adicionales.",https://www.primevideo.com/help?nodeId=TLKV1OADtdHSPuczvv
"Problemas con alquileres, compras y pagos",Pagar suscripciones a Prime Video en moneda local,"Información acerca del cambio en las opciones de suscripción a Prime Video Los clientes que viven en determinados países ahora pueden pagar su suscripción a Prime Video en su moneda local, en lugar de en dólares o euros, sin dejar de acceder al mismo contenido que siempre en los mismos dispositivos. Aceptamos tarjetas de débito y crédito Mastercard y Visa en cualquier parte del mundo, sea cual sea la divisa. También aceptamos las siguientes tarjetas para pagar en moneda local: American Express (crédito): Argentina, Bélgica, Chile, Colombia, Costa Rica, Dinamarca, Finlandia, Guatemala, Hungría, Noruega, Paraguay, Perú, República Checa, República Dominicana, Rumanía, Sudáfrica, Suecia y Suiza. Diners Club (crédito): Argentina, Chile, Colombia, Paraguay, Perú. Naranja (crédito): Argentina, Chile, Colombia. Verve (crédito y débito): Nigeria. Los pagos realizados mediante una cartera digital se hacen en tu moneda local. Los clientes de México ya pueden pagar sus suscripciones a Amazon Prime con una tarjeta regalo de Amazon. Puedes actualizar tu suscripción en la página Cuenta y configuración.",https://www.primevideo.com/help?nodeId=G8P3YMHU34R3XX4N
"Problemas con alquileres, compras y pagos",Pago con iDEAL,"Los clientes que tengan una cuenta bancaria con un banco holandés pueden pagar con iDEAL. Durante la tramitación del pedido, elige iDEAL como método de pago y selecciona el banco en el menú desplegable. Completa el pedido seleccionando Comprar ahora. A continuación, se te redirigirá al portal en línea de tu banco, donde podrás iniciar sesión con tus datos de identificación bancaria en línea para completar el pago. Todos los detalles de la transacción se rellenarán y solo tendrás que confirmar el pago. Una vez que el pago se haya completado correctamente, se te redirigirá a Amazon y recibirás una confirmación del pedido por correo electrónico.",https://www.primevideo.com/help?nodeId=GLY27U8JESAGR2D2
"Problemas con alquileres, compras y pagos",Pago con carteras digitales,"Los clientes que vivan en determinados países ahora pueden optar por pagar su suscripción a Prime Video en su moneda local con carteras digitales. Al registrarte, haz clic en Añadir una cartera digital y selecciona tu cartera digital en el menú desplegable. Completa el proceso de registro seleccionando Verificar compra. A continuación, se te redirigirá al portal en línea de tu banco, donde podrás iniciar sesión con tus datos de identificación bancaria en línea para completar el pago. Una vez que el pago se haya completado correctamente, se te redirigirá a Prime Video, desde donde podrás ver el contenido.",https://www.primevideo.com/help?nodeId=TvKthpROqT1fIXRM38
"Problemas con alquileres, compras y pagos",Métodos de pago aceptados en Prime Video,"Puedes usar diferentes métodos de pago para pagar las suscripciones y compras de Prime Video. Los clientes de Prime Video pueden pagar su suscripción a Amazon Prime, su suscripción a Prime Video, sus suscripciones add-on de Prime Video y los alquileres y compras de Prime Video con los siguientes métodos de pago. Para suscripciones a Amazon Prime: Para suscripciones a Prime Video o suscripciones add-on de Prime Video: Para compras y alquileres de Prime Video: Los métodos de compra disponibles se muestran al tramitar el pedido; sin embargo, los clientes deben tener configurada la tarjeta que desean utilizar en su Cartera Amazon. Ten en cuenta que todas las tarjetas de crédito o débito deben estar registradas en una dirección que coincida con el sitio web del cliente para poder pagar las compras y alquileres de Prime Video. Para obtener más información, consulta las Condiciones de uso de Prime Video.",https://www.primevideo.com/help?nodeId=TtmpPpt4SHTjHQsAEX
